App,Category,Rating,Reviews,Size,Installs,Type,Price
ScorePal,TOOLS,4.5,7.271703706887368,15.0,4.0,Free,0.0
Backgammon NJ for Android,GAME,4.4,7.404887575616125,15.0,4.0,Paid,7.99
JOBS.bg,BUSINESS,4.4,7.396335293800808,2.2,5.0,Free,0.0
CSCS BG (в български),FAMILY,2.4,1.9459101490553132,2.1,2.0,Paid,3.99
LEGO ® Batman: Beyond Gotham,FAMILY,4.1,9.283404942833188,8.0,5.0,Paid,4.99
Blood Glucose Tracker,HEALTH_AND_FITNESS,4.6,9.17076759685636,3.5,5.0,Free,0.0
Baldur's Gate II,FAMILY,4.3,8.601901919343192,16.0,4.698970004336019,Paid,9.99
Rento - Dice Board Game Online,GAME,4.3,12.234805864353046,63.0,7.0,Free,0.0
Remix Second Hand,SHOPPING,4.2,6.7650389767805414,7.5,5.0,Free,0.0
Ultimate Background Eraser,PHOTOGRAPHY,4.3,9.578657284448841,21.0,5.999999999999999,Free,0.0
OnTrack Diabetes,MEDICAL,4.3,8.712595487748722,1.8,5.698970004336018,Free,0.0
Blur Image Background,PHOTOGRAPHY,3.9,11.769643047664536,11.0,7.0,Free,0.0
ALL-IN-ONE PACKAGE TRACKING,PRODUCTIVITY,4.7,12.0281772786891,18.0,5.999999999999999,Free,0.0
Grabo.bg,SHOPPING,4.6,9.008835995765454,3.2,5.0,Free,0.0
GEM™,TOOLS,4.3,1.791759469228055,33.0,2.6989700043360183,Free,0.0
Diabetes Connect,MEDICAL,4.5,8.300776960851454,8.4,5.0,Free,0.0
B&H Photo Video Pro Audio,SHOPPING,4.6,9.751501195538246,31.0,5.999999999999999,Free,0.0
BH by Kinomap,HEALTH_AND_FITNESS,2.9,4.948759890378168,22.0,4.0,Free,0.0
BH Cosmetics,BEAUTY,4.0,0.6931471805599453,3.6,2.9999999999999996,Free,0.0
BH Bikes Premium,SPORTS,3.0,3.258096538021482,15.0,2.9999999999999996,Free,0.0
B&H Kids AR,BOOKS_AND_REFERENCE,3.9,5.655991810819852,18.0,4.0,Free,0.0
BH Patrole,AUTO_AND_VEHICLES,4.8,3.295836866004329,2.5,2.6989700043360183,Free,0.0
CINEMA.BH,FAMILY,3.9,2.3978952727983707,16.0,2.9999999999999996,Free,0.0
DSLR Photography Training apps,PHOTOGRAPHY,4.0,6.51471269087253,15.0,5.0,Free,0.0
Bh Public School,FAMILY,5.0,0.6931471805599453,8.7,1.0,Free,0.0
VIVA BH,TOOLS,4.0,7.628031126930335,2.6,5.0,Free,0.0
Barbers.BH,LIFESTYLE,5.0,0.6931471805599453,6.0,1.0,Free,0.0
Photo Editor - BPhoto,PHOTOGRAPHY,4.5,3.7376696182833684,20.0,2.9999999999999996,Free,0.0
BH Challenge - Museum of the Jewish People,FAMILY,4.8,2.4849066497880004,28.0,2.9999999999999996,Free,0.0
B y H Niños ES,BOOKS_AND_REFERENCE,4.6,3.970291913552122,16.0,3.6989700043360187,Free,0.0
BH Mail,COMMUNICATION,3.4,1.9459101490553132,6.0,2.9999999999999996,Free,0.0
FitConsole,HEALTH_AND_FITNESS,2.6,5.389071729816501,1.8,4.698970004336019,Free,0.0
Run on Earth,HEALTH_AND_FITNESS,2.4,6.3578422665081,3.7,4.698970004336019,Free,0.0
Newegg Mobile,SHOPPING,4.5,10.476696251133417,16.0,5.999999999999999,Free,0.0
Battleheart Legacy,FAMILY,4.6,8.911934336161426,7.4,4.698970004336019,Paid,4.99
Treadmill Workouts Free (P),HEALTH_AND_FITNESS,3.3,2.302585092994046,3.3,2.9999999999999996,Free,0.0
ZiraatBank BH,FINANCE,4.1,4.060443010546419,3.5,4.0,Free,0.0
Digital Tourist BH Itinerary,TRAVEL_AND_LOCAL,4.6,2.9444389791664403,14.0,2.6989700043360183,Free,0.0
BH Táxi,BUSINESS,3.9,4.51085950651685,8.9,3.6989700043360187,Free,0.0
Bi en Línea,FINANCE,4.0,8.528133131454572,17.0,5.0,Free,0.0
Gayvox - Gay Lesbian Bi Dating,SOCIAL,3.4,8.199738960630786,9.1,5.698970004336018,Free,0.0
Microsoft Power BI–Business data analytics,BUSINESS,4.5,7.506042178518122,10.0,5.0,Free,0.0
BI Mobile Banking,FINANCE,4.0,5.19295685089021,27.0,4.0,Free,0.0
BI News,NEWS_AND_MAGAZINES,5.0,3.091042453358316,25.0,2.9999999999999996,Free,0.0
BI SmartLINK,BUSINESS,3.6,2.772588722239781,33.0,3.6989700043360187,Free,0.0
BI-LO,LIFESTYLE,3.5,3.7612001156935624,30.0,4.0,Free,0.0
Sisense Mobile BI,BUSINESS,4.9,3.1354942159291497,28.0,2.9999999999999996,Free,0.0
"Starg - Gay, Same Sex, Bi",DATING,3.7,4.189654742026425,7.3,4.0,Free,0.0
Propel BI APP,BUSINESS,5.0,1.0986122886681098,23.0,2.0,Free,0.0
BI Office,BUSINESS,4.0,4.330733340286331,201.0,4.0,Free,0.0
BI APP,FINANCE,5.0,0.6931471805599453,2.7,2.0,Free,0.0
Oracle BI Mobile,BUSINESS,4.0,5.641907070938114,7.7,4.0,Free,0.0
Business Intelligence & Data,FAMILY,4.9,1.9459101490553132,3.5,2.9999999999999996,Free,0.0
BI Mobile,FINANCE,4.4,5.820082930352362,3.3,4.0,Free,0.0
Grindr - Gay chat,SOCIAL,3.6,12.559524902186071,31.0,7.0,Free,0.0
Zoho Reports - Mobile BI,BUSINESS,4.7,3.8066624897703196,12.0,3.6989700043360187,Free,0.0
Power BI Ultimate Orientation,FAMILY,4.3,2.4849066497880004,8.1,3.6989700043360187,Free,0.0
Pool Billiards Classic - bi a,SPORTS,3.9,8.638348312972704,14.0,5.999999999999999,Free,0.0
Lesbian Chat & Dating - SPICY,SOCIAL,4.5,11.062959729461,11.0,5.999999999999999,Free,0.0
Bi-Tank,GAME,4.6,2.4849066497880004,18.0,1.6989700043360185,Free,0.0
MeetMe: Chat & Meet New People,SOCIAL,4.2,14.046402413489185,76.0,7.698970004336018,Free,0.0
TED,FAMILY,4.6,12.111547657382182,18.0,7.0,Free,0.0
"Learn English Vocabulary - 6,000 Words",FAMILY,4.5,12.23521388487631,54.0,7.0,Free,0.0
English Dictionary - Offline,BOOKS_AND_REFERENCE,4.4,12.740323737935217,30.0,7.0,Free,0.0
All Language Translator,TOOLS,4.0,10.307084249584264,2.1,6.698970004336019,Free,0.0
Bike Rivals,GAME,4.2,12.264657541460593,48.0,7.0,Free,0.0
Bingo Party - Free Bingo Games,GAME,4.7,11.9556478214341,92.0,5.999999999999999,Free,0.0
OkCupid Dating,DATING,4.1,12.563180495751459,15.0,7.0,Free,0.0
Little Big City 2,FAMILY,4.4,12.74950968910951,30.0,7.0,Free,0.0
English Grammar Test,FAMILY,4.6,11.55862514422122,2.6,6.698970004336019,Free,0.0
BJ's Wholesale Club,SHOPPING,4.2,8.318498320504338,17.0,5.0,Free,0.0
BJ’s Mobile App,SHOPPING,4.0,8.459987717645458,35.0,5.698970004336018,Free,0.0
BJ's Express Scan,SHOPPING,2.3,4.23410650459726,11.0,4.0,Free,0.0
BJ's Bingo & Gaming Casino,GAME,4.5,6.2166061010848646,65.0,4.0,Free,0.0
BJ-UFO,FAMILY,3.6,5.420534999272286,25.0,4.698970004336019,Free,0.0
BJ Bridge Pro 2018,GAME,4.4,2.833213344056216,4.8,2.6989700043360183,Paid,4.49
BJ Bridge Free (2018),GAME,3.9,2.995732273553991,4.8,4.0,Free,0.0
BJ & Jamie,FAMILY,3.9,2.5649493574615367,17.0,2.0,Free,0.0
The Daily BJ,HEALTH_AND_FITNESS,4.8,3.6375861597263857,24.0,2.6989700043360183,Free,0.0
BJ-FPV,FAMILY,4.2,2.772588722239781,26.0,2.9999999999999996,Free,0.0
BJ Bridge Acol Beginner 2018,GAME,3.7,2.3978952727983707,4.8,3.6989700043360187,Free,0.0
BJ Memo Widget,PRODUCTIVITY,4.0,6.423246963533519,175.0,4.698970004336019,Free,0.0
BJ Bridge Standard American 2018,GAME,1.0,0.0,4.9,2.9999999999999996,Free,0.0
Eating Show - Food BJ,FAMILY,4.4,4.634728988229636,36.0,4.0,Free,0.0
Virtual DJ Sound Mixer,TOOLS,4.2,8.296546520300614,8.7,5.698970004336018,Free,0.0
Cards Casino:Video Poker & BJ,GAME,4.7,5.783825182329737,23.0,4.0,Free,0.0
DJ Music Pad,FAMILY,3.6,10.466554521147781,5.1,6.698970004336019,Free,0.0
"Real Casino:Slot,Keno,BJ,Poker",GAME,4.1,5.831882477283517,26.0,4.698970004336019,Free,0.0
AfreecaTV,VIDEO_PLAYERS,3.3,12.850615019740864,53.0,7.0,Free,0.0
HON. B.J. ACS COLLEGE ALE,FAMILY,5.0,1.0986122886681098,1.8,2.0,Free,0.0
One Launcher,PERSONALIZATION,4.3,10.188704088048116,5.4,5.999999999999999,Free,0.0
BJ Toys,SHOPPING,4.7,4.007333185232471,8.0,2.6989700043360183,Free,0.0
Real DJ Simulator,FAMILY,4.0,11.136980323398056,55.0,7.0,Free,0.0
BLACKJACK!,GAME,4.4,13.170137787775257,33.0,7.0,Free,0.0
Blackjack Verite Drills,GAME,4.6,2.833213344056216,4.7,2.0,Paid,14.0
BJ Foods,BUSINESS,5.0,1.0986122886681098,1.5,1.0,Free,0.0
3D DJ – DJ Mixer 2018,FAMILY,4.3,8.753529336516431,30.0,5.999999999999999,Free,0.0
Phonics Puzzles,FAMILY,3.8,1.3862943611198906,54.0,2.0,Paid,2.99
Spider grinder in screen funny,FAMILY,4.1,6.862757913051401,10.0,5.0,Free,0.0
BJJ Roadmap by Stephan Kesting,SPORTS,4.6,6.876264611890766,3.6,4.0,Free,0.0
KISW 99.9 FM SEATTLE,FAMILY,4.0,7.292337176173877,5.2,5.0,Free,0.0
BlackJack -21 Casino Card Game,GAME,4.7,7.633369649679584,25.0,5.0,Free,0.0
Metal Detector Pro 2015,TOOLS,3.6,7.061334366910438,350.0,5.0,Free,0.0
BlackJack 21 Pro,GAME,4.5,10.194065428099934,51.0,5.698970004336018,Free,0.0
24 megapixel hd camera,PHOTOGRAPHY,4.0,6.687108607866515,5.1,5.0,Free,0.0
Ultimate BlackJack 3D FREE,GAME,4.1,7.430114138561801,4.6,5.0,Free,0.0
BURGER KING® App,LIFESTYLE,4.0,10.63938287140979,39.0,6.698970004336019,Free,0.0
BURGER KING® MOBILE APP,LIFESTYLE,3.8,9.863758710307131,13.0,6.698970004336019,Free,0.0
BURGER KING® Puerto Rico,FOOD_AND_DRINK,4.5,7.803026643632217,19.0,5.0,Free,0.0
Free Coupons for Burger King,LIFESTYLE,2.8,2.833213344056216,3.1,3.6989700043360187,Free,0.0
Power Widget,TOOLS,4.2,6.833031732786201,383.0,4.0,Paid,1.99
BK Murli Offline April 2017,LIFESTYLE,4.8,3.4965075614664802,2.4,3.6989700043360187,Free,0.0
Read it easy for BK,LIFESTYLE,5.0,0.0,3.2,1.6989700043360185,Free,0.0
BK Video Status,FAMILY,5.0,2.5649493574615367,2.1,2.0,Free,0.0
Service Disabler,TOOLS,4.3,6.280395838960195,3.0,5.0,Free,0.0
BK Photography,PHOTOGRAPHY,4.3,2.995732273553991,4.8,2.9999999999999996,Free,0.0
Keyboard Theme Dusk BK Purple,PERSONALIZATION,4.5,5.5134287461649825,2.8,4.0,Free,0.0
Coupons for Burger King,FOOD_AND_DRINK,4.5,3.713572066704308,4.0,2.6989700043360183,Free,0.0
BK Formula Calculator,TOOLS,5.0,1.791759469228055,11.0,2.0,Free,0.0
Korean English Translator,FAMILY,4.4,6.452048954437226,1.8,5.0,Free,0.0
Dr Bk Sachin bhai,LIFESTYLE,5.0,2.9444389791664403,3.1,2.9999999999999996,Free,0.0
Audio Murli Glossary For BK,FAMILY,4.7,3.6635616461296463,20.0,2.9999999999999996,Free,0.0
BK Traffic Control cum Chart,SOCIAL,4.7,6.3080984415095305,17.0,4.0,Free,0.0
Hungry Girl Diet Bk. Companion,HEALTH_AND_FITNESS,2.2,1.3862943611198906,28.0,2.9999999999999996,Free,0.0
Daily Murli Saar Widget,SOCIAL,4.6,5.730099782973574,454.0,4.0,Free,0.0
BK Suraj bhai,LIFESTYLE,4.6,2.1972245773362196,3.1,2.9999999999999996,Free,0.0
BK Shivani Videos,LIFESTYLE,4.7,3.367295829986474,3.2,2.9999999999999996,Free,0.0
BK News Channel,VIDEO_PLAYERS,4.6,5.6240175061873385,6.8,4.0,Free,0.0
BK Dinos,FAMILY,4.4,3.4011973816621555,99.0,3.6989700043360187,Free,0.0
Make a burger king,FAMILY,3.8,4.8283137373023015,17.0,4.0,Free,0.0
King Burger Dash,FAMILY,3.6,6.09807428216624,12.0,4.698970004336019,Free,0.0
Official Madhuban Murli,LIFESTYLE,4.9,5.707110264748875,25.0,4.0,Free,0.0
Baba Yaad Hai?(BK's),FAMILY,4.8,5.075173815233827,13.0,4.0,Free,0.0
Burger King Foot Lettuce,FAMILY,4.4,5.0106352940962555,5.9,4.0,Free,0.0
BK Arogyam Task Track,BUSINESS,5.0,2.0794415416798357,3.7,2.0,Free,0.0
BK murli today (Mobile Murli) - Gyan,FAMILY,4.8,4.605170185988092,4.5,3.6989700043360187,Free,0.0
BK Murli Dictionary (H to E),FAMILY,4.6,4.663439094112067,3.9,4.0,Free,0.0
Bk Usha behn,LIFESTYLE,5.0,2.302585092994046,3.0,2.9999999999999996,Free,0.0
BkEmu - BK-0010/11M emulator,FAMILY,4.6,5.402677381872279,1.4,4.0,Free,0.0
BK Gold App,FINANCE,5.0,1.3862943611198906,11.0,1.6989700043360185,Free,0.0
Burger King Italia,LIFESTYLE,4.0,8.333270353255308,30.0,5.698970004336018,Free,0.0
Red Embrace (BL/Yaoi Game),FAMILY,4.3,6.423246963533519,25.0,4.0,Free,0.0
Blood Domination - BL Game,GAME,4.5,6.028278520230698,52.0,4.0,Free,0.0
Yaoi Ooku: Distorted Love,FAMILY,4.0,7.868636894184167,6.3,5.0,Free,0.0
Yaoi Novels - Shounen ai Book&fiction,FAMILY,3.2,5.717027701406222,4.7,4.0,Free,0.0
Cerulean Heart,FAMILY,4.6,7.894690850425624,25.0,4.0,Free,0.0
BL 女性向け恋愛ゲーム◆俺プリクロス,FAMILY,4.2,8.12533508671429,62.0,5.0,Free,0.0
WebComics,COMICS,4.8,10.427712996365136,6.4,5.999999999999999,Free,0.0
Lezhin Comics - Daily Releases,COMICS,3.0,10.255797985839772,15.0,5.999999999999999,Free,0.0
Heirs & Graces,GAME,4.3,4.8283137373023015,70.0,3.6989700043360187,Free,0.0
BL Driver,MAPS_AND_NAVIGATION,3.9,5.438079308923196,12.0,4.0,Free,0.0
Daily Manga - Comic & Webtoon,COMICS,3.2,7.2875606403097235,7.1,5.0,Free,0.0
Gaydorado,FAMILY,3.9,9.038246335337664,47.0,5.0,Free,0.0
Chess of Blades (BL/Yaoi Game) (No VA),FAMILY,4.8,1.3862943611198906,23.0,1.0,Paid,14.99
TappyToon Comics & Webtoons,COMICS,3.5,8.344029572407049,10.0,5.0,Free,0.0
SecondSecret ‐「恋を読む」BLノベルゲーム‐,GAME,4.4,7.354362330421477,40.0,4.698970004336019,Free,0.0
Lust in Terror Manor - The Truth Unveiled | Otome,GAME,4.1,5.872117789475416,53.0,4.0,Free,0.0
BL 女性向け恋愛ゲーム◆ごくメン,FAMILY,4.2,7.550135342488429,8.2,5.0,Free,0.0
あなカレ【BL】無料ゲーム,FAMILY,4.7,8.711607995897575,8.5,5.0,Free,0.0
K-Rain BL,TOOLS,4.0,2.1972245773362196,33.0,2.9999999999999996,Free,0.0
감성학원 BL 첫사랑,COMICS,4.4,5.247024072160486,34.0,4.0,Free,0.0
Chess of Blades (Demo),FAMILY,4.2,3.8066624897703196,23.0,2.9999999999999996,Free,0.0
BL Flowers Digital,SHOPPING,5.0,3.044522437723423,2.5,2.0,Free,0.0
BL 1-Click Camera - Free,PHOTOGRAPHY,3.5,3.9512437185814275,1.8,4.0,Free,0.0
OTOME of Ikemen cafe,FAMILY,4.5,7.183870715062453,24.0,4.698970004336019,Free,0.0
BL info,TRAVEL_AND_LOCAL,4.1,4.584967478670572,2.0,3.6989700043360187,Free,0.0
BL IP-Camera,TOOLS,4.3,2.70805020110221,1.2,2.0,Paid,3.99
Skill Tree - BL Pre Sequel,FAMILY,4.3,6.75110146893676,7.0,4.0,Free,0.0
BL Holo Theme,PERSONALIZATION,4.4,2.8903717578961645,2.1,2.6989700043360183,Paid,2.0
BL Community Icon Pack,PERSONALIZATION,4.0,5.666426688112432,2.7,4.0,Free,0.0
BL Mobile Banking,FINANCE,4.3,3.1354942159291497,93.0,2.9999999999999996,Free,0.0
MEGA MAN MOBILE,GAME,4.0,5.58724865840025,40.0,4.0,Paid,1.99
BL Taxi,MAPS_AND_NAVIGATION,4.9,4.820281565605037,3.4,2.9999999999999996,Free,0.0
BL!TZ - Endless,GAME,4.7,3.044522437723423,9.0,2.0,Free,0.0
BL PowerPoint Remote,TOOLS,4.3,3.4965075614664802,1.0,2.6989700043360183,Paid,3.99
BL Kennedy Theme,PERSONALIZATION,4.2,5.631211781821365,1.1,4.0,Free,0.0
Teen Patti by BL Games,GAME,4.1,6.206575926724928,39.0,5.0,Free,0.0
bm offers,LIFESTYLE,3.2,5.768320995793772,31.0,4.698970004336019,Free,0.0
B.M.Snowboard Free,SPORTS,3.9,9.186559843310778,14.0,5.999999999999999,Free,0.0
BM Wallet,FINANCE,4.2,6.682108597449809,29.0,4.698970004336019,Free,0.0
BM Online OEC Verification,TOOLS,4.1,6.663132695990803,4.2,5.0,Free,0.0
Business Mitra (BM),BUSINESS,4.9,2.5649493574615367,5.3,2.0,Free,0.0
Basket Manager 2018 Pro,SPORTS,3.7,4.430816798843313,6.3,2.9999999999999996,Paid,2.99
bm Wallet,FINANCE,3.5,5.278114659230517,27.0,4.0,Free,0.0
BatControl Pro,TOOLS,4.9,4.418840607796598,3.1,2.6989700043360183,Paid,3.99
DMR BrandMeister Tool,COMMUNICATION,3.3,4.356708826689592,2.5,4.0,Free,0.0
"Borneo Bible, BM Bible",BOOKS_AND_REFERENCE,4.9,6.490723534502507,5.0,4.0,Free,0.0
Basket Manager 2018 Free,SPORTS,3.4,7.326465613840322,6.3,4.698970004336019,Free,0.0
Basket Manager 2017 Free,SPORTS,4.5,7.904703913873747,4.8,5.0,Free,0.0
BM SPM Practice,FAMILY,5.0,1.791759469228055,9.2,2.9999999999999996,Free,0.0
BM FlexCheck,AUTO_AND_VEHICLES,3.5,0.6931471805599453,34.0,2.0,Free,0.0
Poop Tracker - Toilet Log,HEALTH_AND_FITNESS,4.4,6.432940092739179,2.5,4.0,Free,0.0
B&M Stores,SHOPPING,3.7,5.2574953720277815,36.0,5.0,Free,0.0
Mobilight-BM,FINANCE,4.8,1.791759469228055,6.2,2.6989700043360183,Free,0.0
Basket Manager 2016 Free,SPORTS,4.3,7.538494999413465,4.4,5.0,Free,0.0
BM Pharmacy,HEALTH_AND_FITNESS,4.9,3.7376696182833684,18.0,2.9999999999999996,Free,0.0
BM Physiotherapy Clinic,HEALTH_AND_FITNESS,5.0,1.0986122886681098,9.3,2.0,Free,0.0
Bet Master Pro Soccer Predictions,SPORTS,4.4,5.793013608384144,11.0,4.0,Free,0.0
MbH BM,MEDICAL,1.0,0.0,2.3,2.0,Free,0.0
Basket Manager 2016 Pro,SPORTS,4.5,4.762173934797756,4.4,2.9999999999999996,Paid,0.99
BAMMS for BM SQ,PRODUCTIVITY,4.0,0.6931471805599453,10.0,1.0,Free,0.0
BM speed test,TOOLS,5.0,0.0,3.7,1.0,Free,0.0
Word Hunt,GAME,4.9,4.07753744390572,21.0,2.6989700043360183,Free,0.0
Basket Manager 2017 Pro,SPORTS,4.7,5.093750200806762,4.6,2.9999999999999996,Paid,0.99
BN Más Cerca de Usted,FINANCE,3.9,9.010058489805235,45.0,5.698970004336018,Free,0.0
My College Bookstore,SHOPPING,3.2,6.493753839851686,7.6,5.0,Free,0.0
NOOK Audiobooks,BOOKS_AND_REFERENCE,3.5,7.839525581704678,8.6,5.698970004336018,Free,0.0
BNCR Token Celular,FINANCE,3.7,6.816735880594968,70.0,5.0,Free,0.0
BN Mi Banco,BUSINESS,3.0,6.391917113392602,17.0,5.0,Free,0.0
BN Pro BlueICS-b HD Text,LIBRARIES_AND_DEMO,4.2,4.356708826689592,812.0,4.0,Free,0.0
BN Whitening Shoppe Ph,BEAUTY,4.0,0.6931471805599453,13.0,2.0,Free,0.0
BN Pro ArialXL Legacy Text,LIBRARIES_AND_DEMO,4.1,4.955827057601261,442.0,4.0,Free,0.0
BN Pro PercentXL-b Neon HD Txt,LIBRARIES_AND_DEMO,4.0,3.8066624897703196,842.0,3.6989700043360187,Free,0.0
BN Bank Mobilbank,FINANCE,3.1,4.276666119016055,2.4,4.0,Free,0.0
BN Pro Play-b HD Text,LIBRARIES_AND_DEMO,4.4,3.5263605246161616,417.0,2.9999999999999996,Free,0.0
[BN] Blitz,SPORTS,3.2,1.3862943611198906,5.6,2.0,Free,0.0
BN Pro LcdD Legacy Text,LIBRARIES_AND_DEMO,3.9,4.2626798770413155,412.0,4.0,Free,0.0
BN Pro RobotoXL-b HD Text,LIBRARIES_AND_DEMO,4.2,4.454347296253507,459.0,4.0,Free,0.0
Browsery by Barnes & Noble,BOOKS_AND_REFERENCE,4.7,4.983606621708336,34.0,3.6989700043360187,Free,0.0
BN Pro ArialXL-b HD Text,LIBRARIES_AND_DEMO,4.0,3.1780538303479458,478.0,2.9999999999999996,Free,0.0
BN Pro Percent White HD Text,LIBRARIES_AND_DEMO,4.0,3.8066624897703196,335.0,3.6989700043360187,Free,0.0
RTVBN,NEWS_AND_MAGAZINES,3.7,6.278521424165844,3.8,4.698970004336019,Free,0.0
BN Pro White HD Text,LIBRARIES_AND_DEMO,4.1,4.787491742782046,782.0,4.0,Free,0.0
BN Pro Roboto-b Neon HD Text,LIBRARIES_AND_DEMO,4.4,3.4011973816621555,721.0,3.6989700043360187,Free,0.0
BN Pro LcdD HD Text,LIBRARIES_AND_DEMO,4.0,3.912023005428146,430.0,3.6989700043360187,Free,0.0
BN Pro LcdD-b HD Text,LIBRARIES_AND_DEMO,3.9,4.875197323201151,429.0,4.0,Free,0.0
BN Pro Solid Battery-White,LIBRARIES_AND_DEMO,3.6,1.9459101490553132,192.0,2.9999999999999996,Free,0.0
"Calendars (En, Bn, Ar)",PRODUCTIVITY,4.6,3.295836866004329,2.5,2.9999999999999996,Free,0.0
BN Pro Play HD Text,LIBRARIES_AND_DEMO,4.4,4.143134726391533,417.0,3.6989700043360187,Free,0.0
BN Pro RobotoXL HD Text,LIBRARIES_AND_DEMO,4.3,2.70805020110221,460.0,2.9999999999999996,Free,0.0
New York Mysteries (Full),GAME,4.5,6.2422232654551655,5.9,3.6989700043360187,Paid,6.99
BN Pro ArialXL-b Neon HD Text,LIBRARIES_AND_DEMO,4.1,4.189654742026425,728.0,4.0,Free,0.0
BN Pro Black Text,LIBRARIES_AND_DEMO,3.8,2.8903717578961645,496.0,2.9999999999999996,Free,0.0
BN Pro BlueICS HD Text,LIBRARIES_AND_DEMO,4.1,5.159055299214529,816.0,4.0,Free,0.0
The Legacy (Full),GAME,4.6,4.969813299576001,6.3,2.9999999999999996,Paid,6.99
BN Pro Arial Legacy Text,LIBRARIES_AND_DEMO,3.7,4.418840607796598,414.0,4.0,Free,0.0
BN Pro Black Text on White,LIBRARIES_AND_DEMO,3.9,3.970291913552122,334.0,4.0,Free,0.0
BN Pro White Text,LIBRARIES_AND_DEMO,4.4,3.912023005428146,506.0,3.6989700043360187,Free,0.0
Bangla Calendar 1425: (EN-BN-AR) Holiday,LIFESTYLE,4.5,3.4339872044851463,2.3,2.9999999999999996,Free,0.0
Skip-Bo™,GAME,4.4,10.424095176156737,60.0,5.0,Paid,2.99
Skip-Bo™ Free,GAME,3.5,10.753659849198824,60.0,5.999999999999999,Free,0.0
Beck & Bo: Toddler First Words,FAMILY,4.3,3.713572066704308,7.9,2.9999999999999996,Paid,2.99
Bubble Bo-Bo,FAMILY,4.5,4.174387269895637,24.0,4.0,Free,0.0
Boom Beach,FAMILY,4.5,15.53678550803766,95.0,7.698970004336018,Free,0.0
Red Ball 4,GAME,4.4,14.17489472863178,59.0,7.698970004336018,Free,0.0
Bo's Bedtime Story,FAMILY,4.2,2.5649493574615367,23.0,2.9999999999999996,Paid,2.49
Skater Boy,GAME,4.3,13.970069440179886,12.0,8.0,Free,0.0
FX LITE BO,FINANCE,3.6,4.290459441148391,14.0,4.0,Free,0.0
Casual Sic Bo (骰寶),FAMILY,4.0,1.0986122886681098,2.2,2.6989700043360183,Free,0.0
Sic Bo Online! Free Casino,GAME,3.8,6.1903154058531475,30.0,5.0,Free,0.0
Hambo,GAME,4.4,11.740682358438397,17.0,6.698970004336019,Free,0.0
HBO GO: Stream with TV Package,FAMILY,3.8,11.382064788520513,32.0,7.0,Free,0.0
Sic Bo Rave,GAME,3.9,5.099866427824199,33.0,4.0,Free,0.0
Thai Sic Bo,GAME,4.1,9.566825297862628,4.2,5.999999999999999,Free,0.0
Bo's Dinnertime Story,FAMILY,4.3,1.791759469228055,33.0,2.9999999999999996,Paid,2.49
BOO! - Next Generation Messenger,SOCIAL,3.5,9.936680519891892,96.0,5.999999999999999,Free,0.0
Wishbone - Compare Anything,SOCIAL,4.3,10.850675995738127,26.0,5.999999999999999,Free,0.0
Bo's School Day,FAMILY,4.7,2.302585092994046,30.0,2.9999999999999996,Paid,2.99
Bounce Classic,GAME,4.5,10.55312684311914,6.4,7.0,Free,0.0
Habbo - Virtual World,FAMILY,3.8,11.979159498208094,28.0,6.698970004336019,Free,0.0
Bomber Friends,GAME,4.5,13.562848078613534,49.0,7.0,Free,0.0
Sic Bo (Tai Xiu) - Multiplayer Casino,GAME,4.2,5.0238805208462765,16.0,4.0,Free,0.0
Power Spheres by BoBoiBoy,FAMILY,4.3,11.16906802474211,51.0,6.698970004336019,Free,0.0
Bo Aung Din,EVENTS,4.1,4.700480365792417,2.6,3.6989700043360187,Free,0.0
No Crop & Square for Instagram,PHOTOGRAPHY,4.6,13.616686378863204,25.0,7.0,Free,0.0
Hungry Shark World,GAME,4.5,14.033052046988223,27.0,7.698970004336018,Free,0.0
Go-Go-Goat! Free Game,FAMILY,4.5,11.108559752305364,23.0,5.999999999999999,Free,0.0
BPme - Mobile Fuel Payment & BP Driver Rewards app,TRAVEL_AND_LOCAL,3.0,4.23410650459726,31.0,4.0,Free,0.0
My BP Lab,HEALTH_AND_FITNESS,2.6,5.225746673713202,25.0,4.0,Free,0.0
BP World Energy,BUSINESS,3.4,3.2188758248682006,16.0,4.0,Free,0.0
iBP Blood Pressure,MEDICAL,4.4,6.359573868672378,704.0,4.0,Paid,0.99
Blood Pressure,MEDICAL,4.2,10.4052623407817,7.4,6.698970004336019,Free,0.0
BP and Sugar Test Prank,LIFESTYLE,4.0,8.962904128092928,5.0,5.999999999999999,Free,0.0
Blood Pressure Log - MyDiary,MEDICAL,4.7,9.029657471850737,2.6,5.698970004336018,Free,0.0
iFORA BP,MEDICAL,3.4,2.8903717578961645,45.0,2.9999999999999996,Free,0.0
MbH BP,MEDICAL,3.7,2.1972245773362196,23.0,2.9999999999999996,Free,0.0
Blood Pressure(BP) Diary,MEDICAL,3.7,8.18757739559151,8.4,5.999999999999999,Free,0.0
Cardio Journal — Blood Pressure Log,MEDICAL,4.5,8.107720061910534,8.3,5.0,Free,0.0
Blood Pressure Info,FAMILY,3.9,12.069238662495462,7.9,7.0,Free,0.0
BP Journal - Blood Pressure Diary,MEDICAL,5.0,1.791759469228055,26.0,2.9999999999999996,Free,0.0
Blood Pressure Monitor,MEDICAL,4.3,2.833213344056216,6.0,4.0,Free,0.0
Blood Pressure Companion,MEDICAL,4.2,5.181783550292085,4.8,2.9999999999999996,Paid,0.99
